seq_no,bom_version,bom_material_code,bom_level,material_code,material_name,usage_numerator,usage_denominator,standard_usage,variable_loss_rate,demand_quantity,alt_group_no,alt_part,alt_priority,alt_method,parent_material_code
1905,2026-08-05,367-000097,5,725-000336,贴片陶瓷电容,6.000000,1.000000,6.000000,0.00,6.000000,33,,0,替代,588-000470
1906,2026-08-05,367-000097,5,725-000127,贴片陶瓷电容,6.000000,1.000000,6.000000,0.00,6.000000,33,√,1,替代,588-000470
1907,2026-08-05,367-000097,5,725-000222,贴片陶瓷电容,6.000000,1.000000,6.000000,0.00,6.000000,33,√,2,替代,588-000470
1908,2026-08-05,367-000097,5,454-000068,TVS二极管,6.000000,1.000000,6.000000,0.00,6.000000,28,,0,替代,588-000470
1909,2026-08-05,367-000097,5,454-000087,ESD瞬态抑制二极管,6.000000,1.000000,6.000000,0.00,6.000000,28,√,1,替代,588-000470
1910,2026-08-05,367-000097,5,454-000011,肖特基二极管,1.000000,1.000000,1.000000,0.00,1.000000,34,,0,替代,588-000470
1911,2026-08-05,367-000097,5,454-000202,肖特基二极管,1.000000,1.000000,1.000000,0.00,1.000000,34,√,1,替代,588-000470
1912,2026-08-05,367-000097,5,454-000215,肖特基二极管,1.000000,1.000000,1.000000,0.00,1.000000,34,√,2,替代,588-000470
1913,2026-08-05,367-000097,5,972-000227,雷达收发器,1.000000,1.000000,1.000000,0.00,1.000000,29,,0,替代,588-000470
1914,2026-08-05,367-000097,5,972-000407,雷达收发器,1.000000,1.000000,1.000000,0.00,1.000000,29,√,1,替代,588-000470
1915,2026-08-05,367-000097,5,527-000034,贴片晶振,2.000000,1.000000,2.000000,0.00,2.000000,35,,0,替代,588-000470
1916,2026-08-05,367-000097,5,527-000062,贴片无源晶振,2.000000,1.000000,2.000000,0.00,2.000000,35,√,1,替代,588-000470
1917,2026-08-05,367-000097,5,725-000033,贴片陶瓷电容,26.000000,1.000000,26.000000,0.00,26.000000,0,,0,,588-000470
1918,2026-08-05,367-000097,5,725-000028,贴片陶瓷电容,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000470
1919,2026-08-05,367-000097,5,725-000007,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000470
1920,2026-08-05,367-000097,5,725-000170,贴片陶瓷电容,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000470
1921,2026-08-05,367-000097,5,725-000046,贴片陶瓷电容,6.000000,1.000000,6.000000,0.00,6.000000,0,,0,,588-000470
1922,2026-08-05,367-000097,5,725-000410,贴片陶瓷电容,16.000000,1.000000,16.000000,0.00,16.000000,0,,0,,588-000470
1923,2026-08-05,367-000097,5,454-000218,肖特基二极管,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000470
1924,2026-08-05,367-000097,5,454-000239,贴片二极管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000470
1925,2026-08-05,367-000097,5,733-000078,贴片磁珠,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000470
1926,2026-08-05,367-000097,5,356-000231,卧式5pin 1.0间距连接器,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000470
1927,2026-08-05,367-000097,5,770-000130,武阳24pin BTB连接器,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000470
1928,2026-08-05,367-000097,5,733-000052,贴片磁珠,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000470
1929,2026-08-05,367-000097,5,733-000129,绕线贴片功率电感,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000470
1930,2026-08-05,367-000097,5,733-000020,绕线贴片功率电感,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000470
1931,2026-08-05,367-000097,5,733-000034,绕线贴片功率电感,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000470
1932,2026-08-05,367-000097,5,358-000062,NPN三极管,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000470
1933,2026-08-05,367-000097,5,539-000002,贴片电阻,17.000000,1.000000,17.000000,0.00,17.000000,0,,0,,588-000470
1934,2026-08-05,367-000097,5,539-000006,贴片电阻,5.000000,1.000000,5.000000,0.00,5.000000,0,,0,,588-000470
1935,2026-08-05,367-000097,5,539-000276,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000470
1936,2026-08-05,367-000097,5,539-000153,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000470
1937,2026-08-05,367-000097,5,539-000329,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000470
1938,2026-08-05,367-000097,5,539-000001,贴片电阻,9.000000,1.000000,9.000000,0.00,9.000000,0,,0,,588-000470
1939,2026-08-05,367-000097,5,539-000028,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000470
1940,2026-08-05,367-000097,5,539-000380,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000470
1941,2026-08-05,367-000097,5,539-000378,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000470
1942,2026-08-05,367-000097,5,539-000014,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000470
1943,2026-08-05,367-000097,5,539-000008,贴片电阻,11.000000,1.000000,11.000000,0.00,11.000000,0,,0,,588-000470
1944,2026-08-05,367-000097,5,539-000039,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000470
1945,2026-08-05,367-000097,5,539-000005,贴片电阻,5.000000,1.000000,5.000000,0.00,5.000000,0,,0,,588-000470
1946,2026-08-05,367-000097,5,539-000334,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000470
1947,2026-08-05,367-000097,5,539-000026,贴片电阻,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000470
1948,2026-08-05,367-000097,5,539-000271,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000470
1949,2026-08-05,367-000097,5,539-000154,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000470
1950,2026-08-05,367-000097,5,539-000018,贴片电阻,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000470
1951,2026-08-05,367-000097,5,539-000047,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000470
1952,2026-08-05,367-000097,5,539-000041,贴片电阻,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000470
1953,2026-08-05,367-000097,5,539-000146,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000470
1954,2026-08-05,367-000097,5,539-000076,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000470
1955,2026-08-05,367-000097,5,539-000012,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000470
1956,2026-08-05,367-000097,5,539-000442,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000470
1957,2026-08-05,367-000097,5,539-000162,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000470
1958,2026-08-05,367-000097,5,539-000016,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000470
1959,2026-08-05,367-000097,5,972-000448,MCU电源监控芯片,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000470
1960,2026-08-05,367-000097,5,972-000475,电源芯片,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000470
1961,2026-08-05,367-000097,5,972-000626,DC-DC芯片,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000470
1962,2026-08-05,367-000097,5,539-000263,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000470
1963,2026-08-05,367-000097,5,539-000145,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000470
1964,2026-08-05,367-000097,5,321-000303,YS504_旋转雷达_定子板_P3_PCB,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
1965,2026-08-05,367-000097,5,725-000024,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,17,,0,替代,588-000352
1966,2026-08-05,367-000097,5,725-000176,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,17,√,1,替代,588-000352
1967,2026-08-05,367-000097,5,725-000029,贴片陶瓷电容,7.000000,1.000000,7.000000,0.00,7.000000,18,,0,替代,588-000352
1968,2026-08-05,367-000097,5,725-000319,贴片陶瓷电容,7.000000,1.000000,7.000000,0.00,7.000000,18,√,1,替代,588-000352
1969,2026-08-05,367-000097,5,725-000091,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,19,,0,替代,588-000352
1970,2026-08-05,367-000097,5,725-000337,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,19,√,1,替代,588-000352
1971,2026-08-05,367-000097,5,725-000030,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,20,,0,替代,588-000352
1972,2026-08-05,367-000097,5,725-000320,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,20,√,1,替代,588-000352
1973,2026-08-05,367-000097,5,725-000171,贴片陶瓷电容,6.000000,1.000000,6.000000,0.00,6.000000,21,,0,替代,588-000352
1974,2026-08-05,367-000097,5,725-000307,贴片陶瓷电容,6.000000,1.000000,6.000000,0.00,6.000000,21,√,1,替代,588-000352
1975,2026-08-05,367-000097,5,725-000074,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,22,,0,替代,588-000352
1976,2026-08-05,367-000097,5,725-000332,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,22,√,1,替代,588-000352
1977,2026-08-05,367-000097,5,725-000025,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,23,,0,替代,588-000352
1978,2026-08-05,367-000097,5,725-000325,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,23,√,1,替代,588-000352
1979,2026-08-05,367-000097,5,454-000087,ESD瞬态抑制二极管,2.000000,1.000000,2.000000,0.00,2.000000,24,,0,替代,588-000352
1980,2026-08-05,367-000097,5,454-000068,TVS二极管,2.000000,1.000000,2.000000,0.00,2.000000,24,√,1,替代,588-000352
1981,2026-08-05,367-000097,5,454-000208,齐纳稳压二极管,1.000000,1.000000,1.000000,0.00,1.000000,25,,0,替代,588-000352
1982,2026-08-05,367-000097,5,454-000014,齐纳稳压二极管,1.000000,1.000000,1.000000,0.00,1.000000,25,√,1,替代,588-000352
1983,2026-08-05,367-000097,5,454-000045,贴片肖特基二极,3.000000,1.000000,3.000000,0.00,3.000000,26,,0,替代,588-000352
1984,2026-08-05,367-000097,5,454-000201,肖特基二极管,3.000000,1.000000,3.000000,0.00,3.000000,26,√,1,替代,588-000352
1985,2026-08-05,367-000097,5,454-000010,ESD二极管,1.000000,1.000000,1.000000,0.00,1.000000,27,,0,替代,588-000352
1986,2026-08-05,367-000097,5,454-000080,ESD二极管,1.000000,1.000000,1.000000,0.00,1.000000,27,√,1,替代,588-000352
1987,2026-08-05,367-000097,5,733-000129,绕线贴片功率电感,1.000000,1.000000,1.000000,0.00,1.000000,28,,0,替代,588-000352
1988,2026-08-05,367-000097,5,733-000021,绕线贴片功率电感,1.000000,1.000000,1.000000,0.00,1.000000,28,√,1,替代,588-000352
1989,2026-08-05,367-000097,5,539-000554,贴片电阻,12.000000,1.000000,12.000000,0.00,12.000000,29,,0,替代,588-000352
1990,2026-08-05,367-000097,5,539-000555,贴片电阻,12.000000,1.000000,12.000000,0.00,12.000000,29,√,1,替代,588-000352
1991,2026-08-05,367-000097,5,539-000490,贴片电阻,4.000000,1.000000,4.000000,0.00,4.000000,30,,0,替代,588-000352
1992,2026-08-05,367-000097,5,539-000510,贴片电阻,4.000000,1.000000,4.000000,0.00,4.000000,30,√,1,替代,588-000352
1993,2026-08-05,367-000097,5,527-000032,贴片无源晶振,1.000000,1.000000,1.000000,0.00,1.000000,31,,0,替代,588-000352
1994,2026-08-05,367-000097,5,527-000021,贴片无源晶振,1.000000,1.000000,1.000000,0.00,1.000000,31,√,1,替代,588-000352
1995,2026-08-05,367-000097,5,527-000033,贴片无源晶振,1.000000,1.000000,1.000000,0.00,1.000000,32,,0,替代,588-000352
1996,2026-08-05,367-000097,5,527-000011,贴片无源晶振,1.000000,1.000000,1.000000,0.00,1.000000,32,√,1,替代,588-000352
1997,2026-08-05,367-000097,5,725-000219,贴片陶瓷电容,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000352
1998,2026-08-05,367-000097,5,725-000012,贴片陶瓷电容,45.000000,1.000000,45.000000,0.00,45.000000,0,,0,,588-000352
1999,2026-08-05,367-000097,5,725-000086,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2000,2026-08-05,367-000097,5,725-000105,贴片陶瓷电容,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000352
2001,2026-08-05,367-000097,5,725-000100,贴片陶瓷电容,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000352
2002,2026-08-05,367-000097,5,725-000162,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2003,2026-08-05,367-000097,5,725-000316,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2004,2026-08-05,367-000097,5,725-000317,贴片陶瓷电容,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000352
2005,2026-08-05,367-000097,5,725-000180,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000352
2006,2026-08-05,367-000097,5,725-000174,贴片陶瓷电容,7.000000,1.000000,7.000000,0.00,7.000000,0,,0,,588-000352
2007,2026-08-05,367-000097,5,725-000255,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2008,2026-08-05,367-000097,5,725-000014,贴片陶瓷电容,6.000000,1.000000,6.000000,0.00,6.000000,0,,0,,588-000352
2009,2026-08-05,367-000097,5,725-000170,贴片陶瓷电容,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000352
2010,2026-08-05,367-000097,5,725-000104,贴片陶瓷电容,8.000000,1.000000,8.000000,0.00,8.000000,0,,0,,588-000352
2011,2026-08-05,367-000097,5,725-000048,贴片陶瓷电容,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000352
2012,2026-08-05,367-000097,5,725-000128,贴片陶瓷电容,8.000000,1.000000,8.000000,0.00,8.000000,0,,0,,588-000352
2013,2026-08-05,367-000097,5,725-000028,贴片陶瓷电容,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000352
2014,2026-08-05,367-000097,5,690-000012,贴片发光二极管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2015,2026-08-05,367-000097,5,690-000015,贴片发光二极管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2016,2026-08-05,367-000097,5,454-000236,肖特基二极管,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000352
2017,2026-08-05,367-000097,5,454-000235,TVS二极管,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000352
2018,2026-08-05,367-000097,5,454-000068,TVS二极管,5.000000,1.000000,5.000000,0.00,5.000000,0,,0,,588-000352
2019,2026-08-05,367-000097,5,690-000040,红外接收管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2020,2026-08-05,367-000097,5,690-000041,红外发射管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2021,2026-08-05,367-000097,5,356-000162,TYPE-C母头-24pin,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2022,2026-08-05,367-000097,5,972-000512,WIFI模块,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2023,2026-08-05,367-000097,5,770-000129,武阳10pin BTB连接器,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2024,2026-08-05,367-000097,5,770-000131,0.5 Pitch拉拔卧式3带下接（H=2.0）,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2025,2026-08-05,367-000097,5,358-000111,NPN三极管,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000352
2026,2026-08-05,367-000097,5,358-000094,双通道N-MOS,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2027,2026-08-05,367-000097,5,539-000026,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000352
2028,2026-08-05,367-000097,5,539-000271,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2029,2026-08-05,367-000097,5,539-000022,贴片电阻,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000352
2030,2026-08-05,367-000097,5,539-000018,贴片电阻,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000352
2031,2026-08-05,367-000097,5,539-000154,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2032,2026-08-05,367-000097,5,539-000041,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2033,2026-08-05,367-000097,5,539-000005,贴片电阻,19.000000,1.000000,19.000000,0.00,19.000000,0,,0,,588-000352
2034,2026-08-05,367-000097,5,539-000322,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2035,2026-08-05,367-000097,5,539-000153,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2036,2026-08-05,367-000097,5,539-000001,贴片电阻,22.000000,1.000000,22.000000,0.00,22.000000,0,,0,,588-000352
2037,2026-08-05,367-000097,5,539-000114,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2038,2026-08-05,367-000097,5,539-000118,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2039,2026-08-05,367-000097,5,539-000296,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000352
2040,2026-08-05,367-000097,5,539-000028,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000352
2041,2026-08-05,367-000097,5,539-000066,贴片电阻,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000352
2042,2026-08-05,367-000097,5,539-000006,贴片电阻,19.000000,1.000000,19.000000,0.00,19.000000,0,,0,,588-000352
2043,2026-08-05,367-000097,5,539-000002,贴片电阻,32.000000,1.000000,32.000000,0.00,32.000000,0,,0,,588-000352
2044,2026-08-05,367-000097,5,539-000070,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2045,2026-08-05,367-000097,5,539-000008,贴片电阻,31.000000,1.000000,31.000000,0.00,31.000000,0,,0,,588-000352
2046,2026-08-05,367-000097,5,539-000345,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2047,2026-08-05,367-000097,5,539-000388,热敏电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2048,2026-08-05,367-000097,5,539-000248,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2049,2026-08-05,367-000097,5,539-000021,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2050,2026-08-05,367-000097,5,539-000481,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000352
2051,2026-08-05,367-000097,5,539-000370,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2052,2026-08-05,367-000097,5,454-000222,TVS二极管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2053,2026-08-05,367-000097,5,501-000006,网络变压器,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2054,2026-08-05,367-000097,5,972-000475,电源芯片,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2055,2026-08-05,367-000097,5,972-000422,电平转换芯片,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2056,2026-08-05,367-000097,5,972-000480,电源管理芯片,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2057,2026-08-05,367-000097,5,972-000496,MCU,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2058,2026-08-05,367-000097,5,972-000440,motor驱动芯片,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2059,2026-08-05,367-000097,5,972-000436,百兆网口PHY,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2060,2026-08-05,367-000097,5,972-000092,运算放大器,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000352
2061,2026-08-05,367-000097,5,972-000577,IMU,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2062,2026-08-05,367-000097,5,554-000066,线性稳压器,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2063,2026-08-05,367-000097,5,849-000498,M2贴片螺母,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2064,2026-08-05,367-000097,5,364-000052,贴片可恢复保险丝,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2065,2026-08-05,367-000097,5,849-000417,M2*5_碳钢十字扁平头机牙螺丝_整圈耐落,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000352
2066,2026-08-05,367-000097,5,725-000255,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000296
2067,2026-08-05,367-000097,5,972-000512,WIFI模块,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000296
2068,2026-08-05,367-000097,5,539-000554,贴片电阻,8.000000,1.000000,8.000000,0.00,8.000000,7,,0,替代,588-000296
2069,2026-08-05,367-000097,5,539-000555,贴片电阻,8.000000,1.000000,8.000000,0.00,8.000000,7,√,1,替代,588-000296
2070,2026-08-05,367-000097,5,972-000480,电源管理芯片,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000296
2071,2026-08-05,367-000097,5,849-000498,M2贴片螺母,5.000000,1.000000,5.000000,0.00,5.000000,0,,0,,588-000296
2072,2026-08-05,367-000097,5,321-000254,YS504_雷达转子板_P2.1_PCB,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000296
2073,2026-08-05,367-000097,5,725-000030,贴片陶瓷电容,3.000000,1.000000,3.000000,0.00,3.000000,10,,0,替代,588-000296
2074,2026-08-05,367-000097,5,725-000320,贴片陶瓷电容,3.000000,1.000000,3.000000,0.00,3.000000,10,√,1,替代,588-000296
2075,2026-08-05,367-000097,5,725-000024,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,11,,0,替代,588-000296
2076,2026-08-05,367-000097,5,725-000176,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,11,√,1,替代,588-000296
2077,2026-08-05,367-000097,5,725-000171,贴片陶瓷电容,5.000000,1.000000,5.000000,0.00,5.000000,12,,0,替代,588-000296
